AIRLINE_ID,PAYLOAD,FREIGHT,MAIL,AIRCRAFT_GROUP
20452,21803,0,0,6
20452,21803,0,0,6
20436,30000,0,0,6
20436,30000,0,0,6
20436,30000,0,0,6
20436,36000,0,0,6
20436,30000,0,0,6
20436,37200,0,0,6
20436,30000,0,0,6
20436,36000,0,0,6
20436,37200,0,0,6
20436,30000,0,0,6
20436,37200,0,0,6
20436,36000,0,0,6
20436,36000,0,0,6
20436,30000,0,0,6
20436,37200,0,0,6
20436,36000,0,0,6
20436,30000,0,0,6
20436,36000,0,0,6
20436,36000,0,0,6
20436,37200,0,0,6
20436,36000,0,0,6
20436,36000,0,0,6
20436,37200,0,0,6
20436,36000,0,0,6
20107,107634,16753,0,6
20107,136966,14986,0,7
20107,104189,50142,0,6
20107,104402,23383,0,6
20107,107840,47075,0,6
20107,104608,42470,0,6
20107,107931,42190,0,6
20107,136966,13780,0,7
20107,193214,114987,0,7
20107,107931,42190,0,6
20107,193732,30465,0,7
20416,29000,0,0,6
20416,29000,0,0,6
20378,20210,0,0,6
20237,11118,0,0,6
20237,11118,0,0,6
20237,11118,0,0,6
20398,12350,0,0,6
20398,12350,1,0,6
20358,27000,0,0,4
20358,27000,0,0,4
20366,10000,0,0,6
20366,10000,0,0,6
20366,10000,0,0,6
20366,10000,0,0,6
19917,79755,18239,5737,6
19917,108025,32891,3787,6
19917,79755,25727,0,6
19917,79755,14991,218,6
19917,108025,66035,0,6
19805,79000,0,0,6
19805,98300,428,0,6
19805,79000,0,0,6
19790,68892,188,0,6
19790,98180,70,0,8
19790,81740,0,194,6
20500,35220,0,0,6
20500,35220,0,0,6
20304,37480,0,0,6
20304,37480,0,0,6
20304,30400,0,0,6
20304,30400,0,0,6
20304,30400,0,0,6
20304,30400,0,0,6
20304,13500,0,0,6
20304,36480,0,0,6
20304,30400,0,0,6
20304,37480,0,0,6
20304,30400,0,0,6
20304,37480,0,0,6
20304,30400,0,0,6
20304,37480,0,0,6
19977,72337,375,2511,6
19977,72444,106,0,6
19977,77848,0,0,6
19977,70337,1391,2529,6
19977,66423,0,2664,6
19977,85088,0,0,6
19977,73424,46,0,6
19977,84704,0,0,6
19977,82724,33,1852,6
19977,73244,0,0,6
19977,71109,104,3055,6
19977,73314,114,0,6
19977,83719,0,0,6
19977,70764,19,957,6
19977,73634,62,0,6
19977,73000,4,0,6
19977,78004,20,0,6
19977,58924,0,698,6
19977,69419,1,1532,6
19977,59414,7,0,6
19393,64400,0,0,6
19393,86800,173,0,6
19393,64400,190,0,6
19393,64400,59,0,6
19393,64400,1128,0,6
19393,64400,431,0,6
19393,64400,208,0,6
19393,64400,565,0,6
19393,64400,0,0,6
19393,64400,1579,0,6
19393,64400,13,0,6
19393,64400,43,0,6
19393,64400,210,0,6
20452,43606,0,0,6
20452,43606,0,0,6
20452,43606,0,0,6
20452,38184,0,0,6
20452,43606,0,0,6
20452,38184,0,0,6
20436,60000,0,0,6
20436,72000,0,0,6
20436,73200,0,0,6
20436,73200,0,0,6
20436,60000,0,0,6
20436,73200,0,0,6
20436,73200,0,0,6
20107,126608,39954,0,6
20107,213861,67964,0,6
20363,43004,0,0,6
20363,43004,0,0,6
19917,159510,33216,0,6
19805,120700,2100,0,6
20500,52830,0,0,6
20500,52830,0,0,6
20500,52830,0,0,6
20500,52830,0,0,6
20500,52830,0,0,6
20500,52830,0,0,6
20304,56220,0,0,6
20304,40500,0,0,6
20304,56220,0,0,6
20304,40500,0,0,6
20304,56220,0,0,6
20304,45600,0,0,6
20304,45600,0,0,6
20304,54980,0,0,6
20304,40500,0,0,6
20304,40500,0,0,6
20304,40500,0,0,6
20304,54980,0,0,6
20304,40500,0,0,6
20304,56220,0,0,6
20304,56220,0,0,6
20304,56220,0,0,6
20304,40500,0,0,6
20304,55220,0,0,6
20304,40500,0,0,6
20304,40500,0,0,6
20304,40500,0,0,6
20304,54980,0,0,6
20304,56220,0,0,6
19977,122849,0,0,6
19977,107090,133,0,6
19977,116827,130,0,6
19977,106955,472,5334,6
19977,101729,568,3821,6
19977,136854,0,4386,6
19977,98048,0,0,6
19977,125837,64,0,6
19977,107620,1505,0,6
19977,104148,34,0,6
19977,118898,20,0,6
19393,96600,884,0,6
19393,130200,0,0,6
19393,96600,119,0,6
19393,103800,1352,0,6
19393,130200,451,0,6
19393,96600,368,0,6
19393,96600,0,0,6
19393,96600,318,0,6
19393,86800,137,0,6
19393,96600,107,0,6
19393,96600,40,0,6
19393,96600,2230,0,6
19393,103800,95,0,6
19393,130200,0,0,6
19393,96600,1828,0,6
19393,96600,18,0,6
19393,96600,326,0,6
19393,96600,559,0,6
19393,96600,1105,0,6
19393,96600,0,0,6
19393,96600,0,0,6
19393,96600,397,0,6
19393,96600,833,0,6
19393,130200,0,0,6
20452,65409,0,0,6
20452,65409,0,0,6
20452,57276,0,0,6
20452,65409,0,0,6
20452,65409,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20452,65409,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20452,65409,0,0,6
20452,65409,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20452,57276,0,0,6
20436,90000,0,0,6
20436,90000,0,0,6
20436,138000,0,0,6
20436,138000,0,0,6
20436,109200,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20237,33354,0,0,6
20366,30000,0,0,6
19917,239265,70464,0,6
21167,79544,0,0,6
21167,79544,0,0,6
19805,146200,0,0,6
19805,146200,11,0,6
20500,70440,0,0,6
20500,70440,0,0,6
20500,70440,0,0,6
20500,70440,0,0,6
20304,54000,0,0,6
20304,60800,0,0,6
20304,60800,0,0,6
20304,74960,0,0,6
20304,74960,0,0,6
20304,54000,0,0,6
20304,74960,0,0,6
20304,54000,0,0,6
20304,60800,0,0,6
20304,60800,0,0,6
20304,47000,0,0,6
20304,74960,0,0,6
19977,142952,153,6943,6
19977,164811,0,0,6
19977,125284,31,0,6
19977,155101,225,1540,6
19977,136041,484,366,6
19977,143189,24,0,6
19977,137929,575,0,6
19977,185611,125,0,6
19977,156705,111,0,6
19977,165940,104,180,6
19977,144521,276,704,6
19977,156861,5,0,6
19977,140058,119,0,6
19977,189366,0,0,6
19977,201956,5,0,6
19977,137741,209,2448,6
19977,159711,1272,4337,6
19977,144162,593,2230,6
19977,154589,24,0,6
19977,561174,3711,0,6
19977,175495,5,6610,6
19977,144598,5,0,6
19977,183058,0,0,6
19977,154028,112,0,6
19977,164356,19,0,6
19393,173600,1861,0,6
19393,173600,0,0,6
19393,128800,505,0,6
19393,173600,36,0,6
19393,128800,0,0,6
19393,128800,387,0,6
19393,173600,509,0,6
19393,128800,165,0,6
19393,128800,1591,0,6
19393,138400,0,0,6
19393,173600,0,0,6
19393,128800,8,0,6
19393,128800,82,0,6
20452,87212,0,0,6
20452,76368,0,0,6
20452,76368,0,0,6
20452,87212,0,0,6
20436,145200,0,0,6
20436,120000,0,0,6
20436,145200,0,0,6
20436,120000,0,0,6
20422,170239,0,1286,6
20237,44472,0,0,6
20237,44472,0,0,6
20398,50400,0,0,6
20398,67200,0,0,6
19917,432100,153735,0,6
19917,424400,243523,0,6
19917,470180,173084,0,6
19917,470180,171992,0,6
20500,88050,0,0,6
20500,88050,0,0,6
20500,88050,0,0,6
20304,64000,0,0,6
20304,76000,0,0,6
20304,64000,0,0,6
20304,76000,0,0,6
20304,93700,0,0,6
20304,93700,0,0,6
20304,76000,0,0,6
20304,67500,0,0,6
20304,93700,0,0,6
20304,93700,0,0,6
20304,47000,0,0,6
20304,67500,0,0,6
20304,93700,0,0,6
20304,93700,0,0,6
20304,76000,0,0,6
20304,54000,0,0,6
20304,73960,0,0,6
19977,178092,471,0,6
19977,219754,99,0,6
19977,164357,62,2205,6
19977,173288,4,0,6
19977,219154,24,0,6
19977,179325,90,0,6
19977,494650,31037,37,6
19977,179937,136,0,6
19977,155745,42,0,6
19977,183219,8,0,6
19977,214834,155,0,6
19977,182492,0,7649,6
19977,179711,128,0,6
19977,199330,52,0,6
19977,173090,33,0,6
19977,237436,109,4105,6
19977,243490,0,0,6
19977,175729,54,0,6
19977,208982,460,0,6
19977,165519,50,301,6
19977,170187,0,0,6
19977,170921,27,0,6
19393,161000,1612,0,6
19393,173000,0,0,6
19393,161000,1845,0,6
19393,161000,1226,0,6
19393,161000,1674,0,6
19393,173000,0,0,6
19393,217000,139,0,6
19393,217000,0,0,6
19393,161000,832,0,6
20452,95460,0,0,6
20436,230000,0,0,6
20436,230000,0,0,6
20422,213845,0,1785,6
20237,55590,0,0,6
20358,22500,0,0,4
20358,22500,0,0,4
20500,105660,0,0,6
20500,105660,0,0,6
20500,105660,0,0,6
20500,105660,0,0,6
20304,112440,0,0,6
20304,91200,0,0,6
20304,91200,0,0,6
20304,91200,0,0,6
20304,81000,0,0,6
20304,91200,0,0,6
20304,112440,0,0,6
20304,112440,0,0,6
20304,91200,0,0,6
20304,112440,0,0,6
20304,112440,0,0,6
20304,91200,0,0,6
20304,112440,0,0,6
20304,77500,0,0,6
20304,112440,0,0,6
20304,112440,0,0,6
19977,229852,174,3035,6
19977,279180,86,7332,6
19977,218358,0,0,6
19977,244614,0,310,6
19977,213159,0,6981,6
19977,215633,2,0,6
19977,204199,0,1316,6
19977,597376,65896,24545,6
19977,220146,0,2309,6
19977,196685,34,7586,6
19977,218579,0,0,6
19977,208319,122,0,6
19977,204040,121,7850,6
19393,207600,0,0,6
19393,303800,391,0,6
19393,260400,8,0,6
19393,193200,889,0,6
19393,260400,497,0,6
19393,260400,0,0,6
19393,260400,1786,0,6
19393,260400,1409,0,6
20452,114552,0,0,6
20452,95460,0,0,6
20452,114552,0,0,6
20452,114552,0,0,6
20452,114552,0,0,6
20107,377317,125368,0,6
20107,743355,367675,0,6
20107,820366,460413,0,7
20107,375089,66319,0,6
20107,820366,465747,0,7
20237,66708,0,0,6
20368,280000,0,0,6
20368,280000,0,0,6
20500,123270,0,0,6
20500,123270,0,0,6
20304,131180,0,0,6
20304,106400,0,0,6
20304,106400,0,0,6
20304,131180,0,0,6
20304,106400,0,0,6
20304,106400,0,0,6
19977,289418,123,0,6
19977,235841,0,0,6
19977,211673,94,0,6
19977,283069,314,5234,6
19977,226041,495,0,6
19977,252096,89,0,6
19977,338785,694,0,6
19977,248921,9,0,6
19977,217873,34,0,6
19977,325178,4,0,6
19977,238540,57,0,6
19977,247363,608,4252,6
19977,322848,2692,9568,6
19977,342206,193,0,6
19977,324021,0,0,6
19977,245606,0,3916,6
19977,286418,10,0,6
19977,294120,327,9567,6
19977,247173,51,9150,6
19977,254324,1,0,6
19393,225400,688,0,6
19393,303800,3842,0,6
19393,303800,1096,0,6
19393,242200,0,0,6
19393,303800,3608,0,6
19393,242200,0,0,6
19393,225400,76,0,6
20237,77826,0,0,6
20237,77826,0,0,6
20237,77826,0,0,6
19917,910573,433940,3085,7
19917,1190777,579794,3949,7
19805,308200,0,0,6
19805,308200,0,870,6
20500,140880,0,0,6
20304,149920,0,0,6
20304,131180,0,0,6
20304,149920,0,0,6
19977,263688,393,1614,6
19977,282418,24,1027,6
19977,284532,500,9731,6
19977,286022,1089,9567,6
19977,320716,47,0,6
19977,278722,62,0,6
19977,272353,24,0,6
19977,374632,4189,4546,6
19977,347727,55,4840,6
19977,286781,8,0,6
19977,287522,0,0,6
19977,284735,458,1102,6
19977,374573,305,7313,6
19393,347200,1918,0,6
19393,257600,817,0,6
19393,257600,1092,0,6
19393,257600,1610,0,6
19393,257600,1273,0,6
19393,257600,2813,0,6
19393,257600,208,0,6
19393,257600,284,0,6
19393,347200,1163,0,6
20452,152736,0,0,6
20436,240000,0,0,6
20436,240000,0,0,6
20107,1552063,147267,0,7
20237,88944,0,0,6
20237,88944,0,0,6
20237,88944,0,0,6
20368,909000,0,0,6
20368,909000,0,0,6
20368,360000,0,0,6
20368,909000,0,0,6
20368,360000,0,0,6
20368,909000,0,0,6
21477,67500,0,0,6
21477,90000,0,0,6
20304,118000,0,0,6
20304,136800,0,0,6
20304,121500,0,0,6
20304,168660,0,0,6
20304,136800,0,0,6
20304,168660,0,0,6
20304,136800,0,0,6
19977,310348,38,3161,6
19977,328654,404,2685,6
19977,366721,81,9963,6
19977,330697,679,11574,6
19977,325299,3,0,6
19977,306134,395,10049,6
19977,314071,224,0,6
19393,289800,882,0,6
19393,390600,8211,0,6
19393,390600,2897,0,6
19393,390600,3031,0,6
19393,289800,219,0,6
20436,270000,0,0,6
19917,746460,297183,13732,6
20304,152000,0,0,6
20304,135000,0,0,6
20304,152000,0,0,6
20304,152000,0,0,6
20304,135000,0,0,6
19977,364649,178,5254,6
19977,363084,509,8159,6
19977,358429,1925,0,6
19977,399617,56,0,6
19977,316431,131,0,6
19977,330439,110,0,6
19977,362195,501,5817,6
19977,433068,259,1960,6
19977,438317,255,0,6
19977,349081,0,0,6
19393,346000,3391,0,6
19393,322000,321,0,6
19393,434000,1259,0,6
19393,380600,2736,0,6
19393,322000,1541,0,6
19393,346000,2418,0,6
19393,322000,5484,0,6
20452,190920,0,0,6
20436,300000,0,0,6
20436,300000,0,0,6
20436,300000,0,0,6
20107,1057707,247774,0,6
20107,1253301,932323,0,6
20237,111180,0,0,6
20237,111180,0,0,6
20358,4500,0,0,4
20358,4500,0,0,4
21599,16000,0,0,4
21599,14400,0,0,4
19790,378906,1607,0,6
20304,148500,0,0,6
19977,439369,78,3181,6
19977,400501,147,0,6
19977,394420,384,1871,6
19977,399135,763,3248,6
19977,505928,0,6198,6
19977,471648,351,0,6
19977,457245,1621,11123,6
19977,453758,318,0,6
19393,477400,2751,0,6
19393,354200,9031,0,6
19393,477400,88,0,6
19393,354200,1139,0,6
20436,330000,0,0,6
20436,330000,0,0,6
20237,122298,0,0,6
20409,486200,0,0,6
20409,486200,0,0,6
20500,211320,0,0,6
20500,211320,0,0,6
20304,158500,0,0,6
19977,470394,3504,4317,6
19977,427827,186,6256,6
19977,487206,79,10278,6
19977,408503,616,8809,6
19977,458261,90,0,6
19977,470478,37,6299,6
19977,432929,500,7881,6
19393,386400,2576,0,6
20107,761644,147172,0,6
20237,133416,0,0,6
20368,1313000,0,0,6
20368,1313000,0,0,6
19790,447798,4,0,6
20304,241380,0,0,6
20304,172000,0,0,6
19977,441252,719,8615,6
19977,580110,4017,0,6
19977,520827,187,0,6
19977,534595,243,8853,6
19977,535027,357,0,6
19977,460703,285,16658,6
19977,555504,5,3446,6
19977,453556,484,173,6
19977,458537,2,64,6
20436,390000,0,0,6
20436,471600,0,0,6
20436,390000,0,0,6
20436,471600,0,0,6
20436,390000,0,0,6
20436,390000,0,0,6
20436,390000,0,0,6
20436,390000,0,0,6
20107,821902,540673,0,6
20304,185500,0,0,6
19977,503832,405,0,6
19977,577161,56,1459,6
19977,548961,111,1,6
19977,569672,20,0,6
19977,440142,2188,1588,6
19977,576876,47,34416,6
19977,582620,81,0,6
19977,589824,12,0,6
19393,450800,8741,0,6
19393,607600,4467,0,6
20436,644000,0,0,6
20436,644000,0,0,6
20304,228000,0,0,6
20304,199000,0,0,6
20304,228000,0,0,6
19977,537403,217,0,6
19977,609778,70,8661,6
19977,668947,27,37245,6
19977,578658,435,15902,6
20452,267288,0,0,6
20436,543600,0,0,6
20436,543600,0,0,6
20107,2590926,1163906,0,7
20237,166770,0,0,6
20237,166770,0,0,6
20237,166770,0,0,6
19687,271500,0,0,6
19687,271500,0,0,6
19790,785440,690,365,8
20304,212500,0,0,6
19977,641859,316,0,6
19977,545897,615,6609,6
19977,491612,0,0,6
19977,606415,437,8373,6
19977,643870,182,13668,6
20452,305472,0,0,6
20436,578400,0,0,6
20436,578400,0,0,6
20436,480000,0,0,6
20436,480000,0,0,6
20436,480000,0,0,6
20436,480000,0,0,6
20107,1013557,317135,0,6
20107,1013764,321148,0,6
20107,1012365,482374,0,6
20107,2753758,1382593,0,7
20107,1013557,660324,0,6
20237,177888,0,0,6
20237,177888,0,0,6
21599,32000,0,0,4
21599,32000,0,0,4
19790,898280,285,0,6
19790,848520,926,1925,6
20500,299370,0,0,6
20304,258400,0,0,6
20304,318580,0,0,6
20304,258400,0,0,6
20304,318580,0,0,6
20304,258400,0,0,6
19977,557128,252,8621,6
19977,718383,466,0,6
19977,837542,503,8119,6
19977,800721,113,2806,6
19977,619723,287,2039,6
19977,590285,87,0,6
19977,638180,791,5323,6
19977,723450,1632,15235,6
19977,772241,145,0,6
19393,547400,3577,0,6
20436,510000,0,0,6
20436,612000,0,0,6
20436,510000,0,0,6
20436,614400,0,0,6
20237,189006,0,0,6
20304,337320,0,0,6
20304,273600,0,0,6
20304,336080,0,0,6
20304,273600,0,0,6
20304,334840,0,0,6
19977,773884,546,0,6
19977,738198,1405,18722,6
19977,632007,2694,3387,6
19977,614952,517,1185,6
19977,769195,303,8184,6
19977,737711,361,0,6
19977,644372,190,0,6
19977,654372,2929,16797,6
19977,646522,1156,1283,6
19977,586479,342,14959,6
19977,806903,983,23360,6
19393,781200,2500,0,6
20452,324564,0,0,6
20237,200124,0,0,6
20237,200124,0,0,6
20237,200124,0,0,6
19917,1846385,567627,0,6
19917,1849732,1175210,26302,6
19917,1931611,856546,0,6
19917,1926720,1399292,0,6
19917,1932711,1331386,0,6
20304,353580,0,0,6
20304,356060,0,0,6
20304,288800,0,0,6
19977,629688,688,16317,6
19977,663289,0,0,6
19977,664139,1529,0,6
19977,600835,324,0,6
19977,814602,575,3060,6
19977,799521,837,7032,6
19977,673686,262,0,6
19977,843265,684,24519,6
19977,2143463,17245,2,8
19977,622352,171,0,6
19977,793158,413,0,6
19977,646737,72,0,6
19977,2244789,196833,858,8
19977,689028,916,21458,6
20452,362748,0,0,6
20452,362748,0,0,6
20452,362748,0,0,6
20452,362748,0,0,6
20452,362748,0,0,6
20436,570000,0,0,6
20107,1193619,738980,0,6
20107,1201649,620058,0,6
20107,2010808,1402901,0,6
20500,352200,0,0,6
20500,352200,0,0,6
20500,334590,0,0,6
20304,354800,0,0,6
20304,304000,0,0,6
20304,304000,0,0,6
20304,266500,0,0,6
20304,372320,0,0,6
20304,304000,0,0,6
20304,304000,0,0,6
20304,354820,0,0,6
19977,670867,1573,12928,6
19977,682346,851,0,6
19977,708842,822,0,6
19977,719949,164,0,6
19977,703814,12,0,6
19977,833604,370,0,6
19977,700428,1076,5556,6
19977,722077,64,0,6
19977,713797,918,10407,6
19977,708101,311,1009,6
19977,704610,1695,6890,6
19977,686159,252,0,6
19393,868000,14047,0,6
20436,721200,0,0,6
20436,721200,0,0,6
20436,600000,0,0,6
19790,1030890,3649,1757,8
20500,352200,0,0,6
20304,283500,0,0,6
20304,319200,0,0,6
20304,276500,0,0,6
20304,372540,0,0,6
19977,810902,348,37051,6
19977,760416,182,0,6
19977,869700,1835,7869,6
19977,750536,211,0,6
19977,761150,2737,27576,6
19977,753016,559,12762,6
19977,839000,623,0,6
19977,856207,235,25409,6
19977,706542,38,0,6
19977,737222,899,14408,6
19977,722018,179,0,6
19977,675319,2057,9608,6
19977,720003,85,17626,6
19977,714355,1033,12299,6
19977,830193,371,2418,6
19393,726600,6073,0,6
19393,911400,6063,0,6
19393,911400,3689,0,6
19393,911400,6210,0,6
20452,400932,0,0,6
20263,74800,35966,0,4
20263,74800,21747,0,4
20500,369810,0,0,6
20500,387420,0,0,6
20500,387420,0,0,6
20304,409800,0,0,6
20304,334400,0,0,6
20304,297000,0,0,6
20304,411040,0,0,6
20304,334400,0,0,6
19977,759201,118,22653,6
19977,793919,1536,11430,6
19977,775888,262,0,6
19977,787877,70,0,6
19977,2178105,17922,18900,6
19977,772058,1186,0,6
19977,711169,102,1749,6
19977,706175,738,845,6
19977,764309,171,20983,6
19977,784666,848,4261,6
19977,762468,116,0,6
19977,1005021,1894,13457,6
19977,641670,31,0,6
19393,761200,7027,0,6
19393,954800,21316,0,6
19393,954800,1479,0,6
20452,420024,0,0,6
20436,798000,0,0,6
20436,798000,0,0,6
20107,77000,35960,0,4
20107,1385637,576847,0,6
20107,77000,21715,0,4
20107,77000,11749,0,4
20107,1387471,824702,0,6
19917,2360599,552896,0,6
20500,405030,0,0,6
20500,440250,0,0,6
20500,405030,0,0,6
20304,307000,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,307000,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,349600,0,0,6
20304,310500,0,0,6
20304,303500,0,0,6
20304,428540,0,0,6
19977,1053224,660,0,6
19977,969154,3280,0,6
19977,807479,507,0,6
19977,748476,488,0,6
19977,757346,703,0,6
19977,999993,797,41239,6
19977,943700,574,21015,6
19977,2290381,129167,24,6
19393,795800,279,0,6
19393,998200,3097,0,6
19393,761200,745,0,6
19393,998200,3409,0,6
19393,998200,10538,0,6
19393,998200,4522,0,6
20452,439116,0,0,6
20452,439116,0,0,6
20237,255714,0,0,6
20237,244596,0,0,6
20366,230000,0,0,6
20366,230000,0,0,6
19790,717600,1529,1008,6
19790,717600,1,1293,6
20500,440250,0,0,6
20500,405030,0,0,6
20304,324000,0,0,6
20304,324000,0,0,6
20304,447280,0,0,6
20304,320500,0,0,6
19977,971593,201,0,6
19977,1200038,27,7209,6
