AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,CLASS,PASSENGERS,REGION
20368,12892,11921,F,1184,D
21477,10643,11292,F,308,D
21477,11292,10643,F,344,D
20304,11292,11003,F,356,D
20304,11292,11648,F,651,D
20304,11292,13851,F,409,D
20304,11292,13851,F,549,D
20304,11648,11292,F,570,D
20304,11921,11292,F,486,D
20304,13264,11292,F,630,D
19977,10821,11292,F,1215,D
19977,11292,12339,F,1254,D
19977,11292,14057,F,1266,D
19977,11433,11292,F,1185,D
19977,11603,11292,F,1144,D
19977,12339,11292,F,1259,D
19977,13485,11292,F,1183,D
19393,11292,10397,F,1056,D
19393,11292,10529,F,1296,D
19393,12339,11292,F,1501,D
19393,13487,11292,F,1369,D
19393,14683,11292,F,1151,D
20436,11292,11278,F,1275,D
19917,14730,11292,G,0,D
20304,11066,11292,F,724,D
20304,11292,10800,F,444,D
20304,11292,11066,F,690,D
20304,11292,15376,F,667,D
20304,15016,11292,F,486,D
19977,10529,11292,F,1341,D
19977,11292,10821,F,1358,D
19977,11292,11423,F,1248,D
19977,11292,11775,F,1089,D
19977,11292,14262,F,1073,D
19977,11423,11292,F,1261,D
19977,12264,11292,F,1472,D
19977,13495,11292,F,1663,D
19977,13891,11292,F,1618,D
19977,14262,11292,F,916,D
19393,11292,11042,F,1332,D
19393,11292,12889,F,1178,D
19393,11292,13487,F,1691,D
19393,11292,14730,F,1359,D
19393,13851,11292,F,1336,D
19393,14730,11292,F,1329,D
19393,14771,11292,F,1366,D
20452,12266,11109,F,670,D
20436,11278,11292,F,1287,D
20436,11292,11423,F,1366,D
20436,11423,11292,F,1436,D
20107,11292,13244,G,0,D
20107,13244,11292,G,0,D
20237,11292,15370,F,403,D
20237,15370,11292,F,422,D
20358,11292,15177,F,13,D
20358,15177,11292,F,11,D
21599,10950,14107,F,77,D
21599,14107,10950,F,64,D
19790,11292,12953,F,1341,D
20304,13851,11292,F,477,D
19977,10821,11292,F,1750,D
19977,11292,11603,F,1180,D
19977,11292,12264,F,1532,D
19977,11292,13495,F,1609,D
19977,11292,13871,F,1689,D
19977,11292,13891,F,1761,D
19977,11292,14893,F,1619,D
19977,11775,11292,F,1216,D
19393,11292,12264,F,1806,D
19393,12892,11292,F,1499,D
19393,13198,11292,F,1838,D
19393,14107,11292,F,1517,D
20436,11109,12892,F,1388,D
20436,12892,11109,F,1401,D
20237,11292,11986,F,503,D
20409,11292,12478,F,1704,D
20409,12478,11292,F,1770,D
20500,11292,14683,F,776,D
20500,14683,11292,F,761,D
20304,11292,11603,F,528,D
19977,11292,13487,F,1716,D
19977,11292,14492,F,1426,D
19977,11292,14747,F,1878,D
19977,11298,11292,F,1731,D
19977,13342,11292,F,1873,D
19977,13487,11292,F,1577,D
19977,14893,11292,F,1543,D
19393,11292,10693,F,1498,D
20107,11638,11921,G,0,D
20237,14783,11292,F,520,D
20368,11193,11292,F,1874,D
20368,11292,11193,F,1776,D
19790,12953,11292,F,1492,D
20304,11292,14869,F,762,D
20304,13367,11292,F,501,D
19977,11292,10620,F,1495,D
19977,11292,11423,F,1903,D
19977,11292,13342,F,1926,D
19977,11292,13871,F,1870,D
19977,11292,13891,F,1836,D
19977,11292,15304,F,1772,D
19977,13204,11292,F,2217,D
19977,14492,11292,F,1579,D
19977,14679,11292,F,1724,D
20436,10849,11292,F,1648,D
20436,11003,11292,F,2259,D
20436,11292,10849,F,1855,D
20436,11292,11003,F,2180,D
20436,11292,11995,F,1820,D
20436,11292,14747,F,1849,D
20436,11995,11292,F,1862,D
20436,14747,11292,F,1853,D
20107,13796,11292,G,0,D
20304,11003,11292,F,596,D
19977,10620,11292,F,1486,D
19977,11292,10423,F,2007,D
19977,11292,14679,F,2082,D
19977,11423,11292,F,1877,D
19977,12266,11292,F,1586,D
19977,13871,11292,F,2069,D
19977,13891,11292,F,2031,D
19977,14831,11292,F,1929,D
19393,11259,11292,F,1910,D
19393,11697,11292,F,2359,D
20436,10693,11292,F,2967,D
20436,11292,10693,F,2602,D
20304,11109,14747,F,1007,D
20304,11603,11292,F,644,D
20304,14747,11109,F,1053,D
19977,10140,11292,F,2081,D
19977,11292,14122,F,2231,D
19977,13871,11292,F,2331,D
19977,14122,11292,F,2302,D
20452,11423,11292,F,932,D
20436,11292,13485,F,2455,D
20436,13485,11292,F,2373,D
20107,11292,13244,G,0,D
20237,11292,12003,F,637,D
20237,11292,15919,F,565,D
20237,15919,11292,F,569,D
19687,11109,14747,F,1004,D
19687,14747,11109,F,1024,D
19790,11433,11292,F,2613,D
20304,11292,13367,F,605,D
19977,11292,10140,F,2324,D
19977,12889,11292,F,2187,D
19977,12953,11292,F,1854,D
19977,14747,11292,F,2427,D
19977,14893,11292,F,2296,D
20452,13244,11292,F,985,D
20436,10693,11292,F,2812,D
20436,11292,10693,F,2728,D
20436,11292,13486,F,2234,D
20436,11292,15412,F,2227,D
20436,13486,11292,F,1813,D
20436,15412,11292,F,2302,D
20107,11921,11638,G,0,D
20107,11921,13244,G,0,D
