AIRLINE_ID,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,DISTANCE,DISTANCE_GROUP,RAMP_TO_RAMP,AIR_TIME,SEATS
19393,48,48,1290,3,9288,8556,6864
19790,49,48,1123,3,7921,6802,7583
19790,49,47,1620,4,10779,9185,7499
20500,49,49,775,2,6122,4926,3430
20500,49,49,406,1,4206,3124,3430
20500,49,49,406,1,4283,2945,3430
20304,49,49,845,2,7125,5865,2450
20304,49,47,679,2,6114,4972,2350
20304,49,49,898,2,7919,6580,3724
19977,49,49,1546,4,11230,10051,8098
19977,49,49,991,2,7262,6059,8759
19393,49,48,1605,4,11826,10533,6864
20366,49,49,809,2,7055,5675,2450
20354,50,50,385,1,3624,2797,2500
20304,50,50,250,1,3300,2154,2500
20304,50,50,250,1,3402,2153,2500
20304,50,50,1013,3,8273,7058,3500
19977,50,50,2405,5,15042,14069,8288
19393,50,50,957,2,6822,5912,8750
20354,51,51,385,1,3903,3189,2550
20304,51,51,1013,3,8101,6734,3570
20304,51,50,391,1,4596,3053,2500
20304,51,51,909,2,7290,6141,3876
19393,51,51,1452,3,11613,10486,7293
20358,51,47,383,1,4423,3602,1410
20358,51,46,383,1,4991,4252,1380
20304,52,51,298,1,3389,2270,2550
20304,52,52,573,2,5510,4231,2600
20304,52,52,113,1,2321,1213,2600
20304,52,52,637,2,5633,4367,2600
20304,52,51,298,1,3696,2687,2550
19977,52,52,628,2,5687,4519,8620
19977,52,52,853,2,7254,5738,8620
19393,52,52,1014,3,8380,7428,9100
19393,52,52,541,2,5024,4177,7436
20237,52,52,488,1,4852,3710,2600
20237,52,52,488,1,4873,3868,2600
21599,52,49,180,1,2986,2516,392
21599,52,51,221,1,3581,3117,408
21599,52,52,277,1,4148,3385,416
21599,52,51,180,1,3084,2471,408
21599,52,49,221,1,3414,2778,392
21599,52,52,218,1,3462,2760,416
21599,52,52,259,1,4029,3116,416
21599,52,52,218,1,3819,3291,416
21599,52,51,259,1,3657,2947,408
20500,53,51,1085,3,7895,6560,3570
20304,53,53,113,1,2546,1430,2650
20304,53,52,771,2,7491,6183,2600
19977,53,53,2405,5,17289,16036,8774
20452,53,53,73,1,2158,916,3710
20237,53,53,359,1,4057,3045,2650
20237,53,52,359,1,3858,2716,2600
20304,54,54,834,2,8810,6868,2700
20304,54,54,909,2,8738,7312,4104
19977,54,54,991,2,8187,7195,9666
19977,54,54,862,2,7927,6507,9654
19393,54,54,1199,3,10515,9041,7722
19393,54,54,836,2,7213,6272,7722
19393,54,52,1062,3,7714,6774,7436
20436,54,54,602,2,5787,4600,8100
20436,54,54,602,2,5794,4381,8100
21599,54,53,277,1,4226,3411,424
19790,55,55,1199,3,9443,7994,10429
20500,55,55,196,1,3317,2166,3850
20500,55,55,196,1,3262,2063,3850
20304,55,55,604,2,5967,4701,2750
20304,55,54,604,2,5968,4775,2700
19977,55,54,804,2,7175,6040,8100
19977,55,55,862,2,7452,6043,8986
19977,55,54,804,2,6551,5577,8100
19393,55,54,1436,3,11797,10804,7722
19790,56,56,1199,3,10956,9266,10598
20304,56,56,845,2,8538,7022,2800
20304,56,56,313,1,4005,2687,2800
20304,56,56,771,2,7122,5774,2800
20304,56,56,260,1,3620,2319,2800
20304,56,56,313,1,4176,2938,2800
20304,56,55,911,2,9153,7256,2750
20304,56,56,260,1,3459,2378,2800
20304,56,56,411,1,5250,3772,2800
19977,56,56,524,2,4969,3842,9284
19977,56,56,524,2,5301,4221,9284
19977,56,56,862,2,7981,6596,9200
19977,56,57,628,2,6043,4752,10203
19393,56,58,819,2,7646,6538,8294
19393,56,56,1436,3,10422,9538,8008
19393,56,55,1506,4,11045,10040,9625
19393,56,55,1062,3,8756,7837,7865
20436,56,56,846,2,7650,6518,10080
20436,56,56,846,2,7291,6116,10080
20237,56,56,456,1,4908,3666,2800
20237,56,55,456,1,4928,3870,2750
20237,56,56,679,2,6721,5439,2800
21599,56,56,283,1,4650,3997,448
21599,56,56,283,1,4967,4173,448
20304,57,57,411,1,6026,4465,2850
19977,57,57,862,2,8034,6697,10191
19393,57,57,1754,4,13473,12057,8151
19393,57,56,639,2,5925,5020,8008
20436,57,57,680,2,7435,5574,8550
20416,57,57,888,2,8131,6522,10260
20237,57,57,230,1,3628,2361,2850
20237,57,57,679,2,7318,5874,2850
20409,58,57,1754,4,15159,13613,8550
20409,58,57,1754,4,13214,11857,8550
19790,58,57,391,1,4901,3714,6268
19790,58,57,391,1,4712,3375,6267
20500,58,58,533,2,6287,4895,4060
20304,58,57,73,1,2586,1004,4332
20304,58,58,391,1,5074,3693,4408
20304,58,58,737,2,7001,5698,4052
20304,58,58,391,1,5026,3388,4408
19977,58,58,991,2,8997,7920,7424
19977,58,58,628,2,6236,4893,9604
19393,58,58,770,2,6494,5427,10150
19393,58,58,541,2,5056,4043,8294
20436,58,58,680,2,6539,5231,8700
20237,58,59,230,1,3783,2394,2950
20237,58,58,770,2,7145,5745,2900
19805,59,59,1709,4,13841,12315,9440
19805,59,56,1558,4,14806,12329,8960
20304,59,58,852,2,8107,6675,2900
20304,59,59,517,2,5847,4484,2950
19977,59,59,455,1,5161,3867,7552
19977,59,59,455,1,5016,3876,7552
19977,59,60,888,2,9564,7626,10740
20436,59,59,1069,3,10453,8838,10620
20436,59,59,862,2,8328,6792,13570
20436,59,59,1546,4,12421,10955,13570
20436,59,59,862,2,8465,6953,13570
20436,59,59,862,2,8505,6554,10620
20416,59,59,628,2,6297,5165,10620
20416,59,59,888,2,9123,7349,10620
20237,59,59,576,2,6304,4929,2950
20237,59,59,576,2,6493,5029,2950
19805,60,60,602,2,6931,5169,9600
19805,60,60,1709,4,15395,13558,9600
19805,60,60,602,2,6345,4832,9600
20304,60,59,737,2,7735,6194,4121
20304,60,59,563,2,6413,4997,2950
20304,60,60,852,2,9183,7736,3000
20304,60,60,517,2,6267,4689,3000
20304,60,59,353,1,5173,3230,4130
20304,60,59,563,2,6731,5191,2950
20304,60,60,438,1,6407,4171,4200
20304,60,59,353,1,4705,3055,4130
20304,60,60,438,1,5353,3649,4200
19977,60,59,1754,4,15537,13970,10561
19977,60,61,628,2,6760,5305,10919
20436,60,60,1069,3,9390,7943,10800
20436,60,60,628,2,6778,5335,10800
20436,60,60,862,2,9072,7043,10800
20436,60,60,967,2,9752,7989,10800
20436,60,60,628,2,6533,5034,10800
20436,60,60,1546,4,14070,12267,13800
20436,60,60,967,2,9190,7191,10800
20416,60,60,628,2,6427,4960,10800
20237,60,60,303,1,4094,2838,3000
20237,60,60,303,1,4570,3216,3000
19805,61,61,1558,4,13170,11634,11407
19393,61,61,1154,3,10942,9927,8723
19393,61,61,957,2,9232,7871,8723
19393,61,61,1024,3,10544,9049,8723
20500,62,62,770,2,8358,6969,4340
19393,62,62,1754,4,16688,14982,8866
20500,62,61,230,1,3655,2370,4270
20304,62,62,639,2,7457,6016,3100
20500,63,62,230,1,3752,2471,4340
19393,63,63,1506,4,13603,12493,11025
20237,64,63,212,1,4094,2624,3150
19977,65,65,1620,4,16624,14488,11635
20237,65,64,212,1,3952,2481,3200
19977,65,65,1605,4,14802,12718,10706
20304,65,65,624,2,7755,6097,3250
20304,65,65,624,2,7147,5628,3250
19977,65,65,1452,3,12592,11072,11623
19977,66,66,991,2,9333,8050,8448
19977,66,66,862,2,9714,7957,10896
19393,66,66,602,2,6516,5257,11550
20304,67,67,844,2,9747,8099,3350
20304,68,68,212,1,4257,2572,3400
20304,69,69,212,1,4407,2788,3450
19977,69,69,967,2,10714,9054,10350
19977,70,70,680,2,7644,6334,8960
19977,70,70,967,2,10235,8327,10500
19393,71,69,1605,4,14862,13226,9867
19393,71,70,602,2,7271,6031,12250
19393,71,71,896,2,9140,7858,10153
19977,72,72,1754,4,16654,15000,11940
20237,72,72,300,1,5151,3392,3600
20237,73,72,516,2,7135,5576,3600
19393,73,74,883,2,10274,8960,10582
19393,73,73,853,2,9541,8008,12775
20237,74,74,516,2,7151,5351,3700
19393,74,74,957,2,10998,9572,12950
19393,74,74,495,1,6720,5525,10582
20452,75,74,391,1,6650,4368,5180
19393,75,74,1452,3,14007,12594,10582
20237,75,75,300,1,5668,3922,3750
19393,75,77,495,1,6594,5183,11011
19393,76,77,991,2,12007,10619,13475
19393,76,76,794,2,9672,8363,10868
19393,76,76,1024,3,12726,11073,13300
20304,77,77,627,2,9083,7266,3850
19977,77,77,1620,4,16800,14968,12770
21599,78,78,179,1,4958,4024,624
20358,78,77,109,1,3589,2369,1463
20358,78,76,109,1,3539,2327,1444
21599,78,78,179,1,4687,3711,624
19393,79,80,991,2,11376,9848,11440
19393,79,79,896,2,11383,9992,11297
19393,79,79,349,1,5485,4293,11297
19930,79,79,1024,3,12031,9909,14122
19977,79,79,862,2,10623,8866,12946
19977,79,79,846,2,10578,8668,11850
19930,79,79,1024,3,13505,11562,14122
19977,80,79,846,2,10666,9055,11850
19977,80,80,862,2,11873,9325,14296
20436,80,80,1476,3,18690,16280,14400
19977,81,81,1620,4,20267,18071,13434
19977,81,81,967,2,11779,9493,14487
19805,81,75,888,2,11295,9497,10500
20304,81,81,627,2,9144,7132,4050
19977,81,81,967,2,12797,10648,14487
20436,81,81,1476,3,16036,14191,14580
19393,82,79,883,2,10528,9045,11297
19805,82,76,888,2,11205,8812,10640
19393,82,82,794,2,9649,8277,11726
19977,82,82,1620,4,18108,15994,14654
19977,82,82,862,2,11074,9106,14666
19977,83,83,1452,3,18847,16479,14821
19393,83,83,349,1,5645,4250,11869
19393,83,83,850,2,11467,10030,11869
19393,83,82,977,2,11120,9585,11726
19393,83,82,850,2,10553,8889,11726
19393,84,79,1620,4,20187,17692,11297
19393,84,85,472,1,6689,5217,12155
19393,84,84,472,1,7622,6169,12012
19393,84,82,883,2,11232,9595,14350
19393,84,85,1491,3,16477,14799,12155
19393,85,85,1199,3,15822,13716,14875
20304,85,85,391,1,7503,5253,6460
19977,86,84,1605,4,18739,16083,15036
20304,86,86,216,1,5188,3539,4300
19393,86,85,770,2,9653,8077,12155
20304,86,86,216,1,5406,3299,4300
19393,86,86,1546,4,19567,17827,12298
21171,86,84,967,2,13094,11154,12441
21171,86,84,967,2,12038,9940,12441
19393,86,86,1546,4,17925,16032,15050
19393,87,86,1014,3,13740,12221,12298
20304,89,89,458,1,8273,6001,4450
19393,89,88,948,2,12352,10763,12584
19805,89,88,862,2,14129,10365,11264
20304,89,89,458,1,8981,6703,4450
19393,89,88,1491,3,17204,15411,15400
20398,90,88,773,2,11678,9603,6688
20378,90,86,674,2,10060,7657,6641
20398,90,88,773,2,10913,8849,6688
19805,90,88,862,2,12691,9784,11264
20378,90,86,674,2,9912,8082,6656
19393,91,91,957,2,12669,10840,13013
20304,92,90,73,1,4135,1873,6840
19977,93,93,1024,3,14279,11689,13950
19805,93,92,888,2,13588,10638,14720
19805,93,92,888,2,14146,11673,14720
19393,95,95,1024,3,14537,12032,13585
19393,96,96,883,2,13195,11610,16800
19393,97,98,1014,3,13881,12072,14014
19393,97,97,967,2,15156,12980,13871
19393,100,99,1199,3,16717,14467,14157
20304,100,100,1024,3,16347,13301,7600
19977,101,101,1605,4,26047,22180,18079
20304,101,101,1024,3,18472,15747,7676
20304,101,100,844,2,14095,11619,5000
19977,102,102,967,2,16236,13480,16740
19393,103,101,770,2,13160,11527,14443
19393,103,102,977,2,15780,14127,14586
19977,104,104,1024,3,17901,15044,15600
19393,105,105,853,2,13647,11640,15015
19393,106,106,775,2,12506,10558,15158
19393,108,108,948,2,16181,14127,15444
20304,108,108,391,1,10150,7066,8208
19393,109,109,775,2,13633,11719,15587
20500,112,112,250,1,7719,5054,7840
20500,113,113,250,1,7573,5265,7910
19393,113,113,909,2,16729,14503,16159
19393,115,114,895,2,16618,14549,16302
19977,116,116,967,2,17179,13709,18992
19393,120,120,909,2,15589,13545,17160
19805,121,117,592,2,12594,9404,16380
19805,121,118,592,2,13118,10210,16520
19393,123,121,895,2,15950,13622,21175
19393,125,124,967,2,17821,14744,17732
19393,129,128,1491,3,28980,26297,22400
20304,129,127,73,1,5910,2532,6350
19977,130,129,862,2,18290,15176,19350
19393,130,130,680,2,14141,11728,18590
19393,132,131,853,2,17658,15410,18733
19393,132,132,680,2,15405,12896,18876
20304,137,135,73,1,6039,2356,6750
19977,137,137,1452,3,30778,27351,22682
20304,138,138,862,2,19658,15907,10488
20304,138,138,862,2,20777,16874,10488
19393,142,141,846,2,19026,16501,20163
19393,142,142,846,2,18061,15598,20306
19790,144,142,1199,3,26305,22729,22448
19393,145,145,391,1,11740,9051,20735
19393,145,143,895,2,18938,16115,20449
19790,146,145,1199,3,24814,21350,22923
19977,147,146,1452,3,27707,24609,24164
19790,151,149,680,2,16468,13496,23558
19790,151,152,680,2,18583,14719,24026
19393,152,150,895,2,22252,19112,26250
19393,153,151,651,2,16417,13469,21593
19393,158,158,391,1,12106,9154,22594
19393,163,159,651,2,18506,15355,22737
19977,165,164,862,2,22301,18641,24600
19393,170,170,862,2,22444,18811,24310
19393,173,173,862,2,24701,20327,24739
20304,176,171,125,1,8963,5119,11970
20304,178,174,125,1,8558,4771,12180
19393,180,180,533,2,18044,14790,25740
19805,180,180,1337,3,37846,32669,33660
19805,180,178,1337,3,33712,28726,33286
19393,190,189,533,2,16515,13269,27027
19393,211,210,602,2,21967,17990,30030
19393,213,213,602,2,20668,17082,30459
19393,217,216,628,2,22073,17909,30888
19977,218,216,888,2,32847,27055,35808
19805,231,227,641,2,26311,20059,41399
19977,231,227,888,2,32562,26103,37646
19393,257,255,628,2,27096,22502,36465
19805,260,256,641,2,31553,24413,46828
