AIRLINE_ID,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,DISTANCE,DISTANCE_GROUP,RAMP_TO_RAMP,AIR_TIME,SEATS
20237,15,15,624,2,1635,1349,750
20237,15,15,616,2,1521,1187,750
20237,15,15,616,2,1679,1389,750
19687,15,15,1068,3,2946,2327,1140
19687,15,15,1068,3,2358,1865,1140
19790,16,16,1123,3,2875,2547,2880
20304,16,16,752,2,2013,1594,800
19977,16,16,349,1,1167,831,2656
19977,16,16,628,2,1647,1320,2400
19977,16,16,1620,4,4016,3537,2048
19977,16,16,1024,3,2417,2000,2656
19977,16,16,909,2,2122,1791,2644
20452,16,16,872,2,2420,2037,1120
20436,16,16,1014,3,2693,2322,2880
20436,16,16,1014,3,2405,2021,2880
20436,16,16,679,2,1954,1564,2400
20436,16,16,1162,3,2738,2222,2400
20436,16,16,679,2,1900,1405,2400
20436,16,16,1162,3,3071,2622,2400
20107,16,16,632,2,1628,1405,0
20107,16,16,1061,3,2418,2100,0
20107,16,16,872,2,2221,1889,0
20107,16,16,872,2,2295,1899,0
20107,16,16,1061,3,2583,2318,0
20237,16,16,624,2,1653,1397,800
20237,16,16,771,2,2198,1875,800
21599,16,16,328,1,1409,1220,128
21599,16,16,328,1,1345,1145,128
19790,17,18,680,2,2016,1643,3582
19790,17,17,1123,3,3209,2726,3383
20500,17,17,541,2,1722,1361,1190
20304,17,17,349,1,1398,1001,1292
20304,17,17,533,2,1833,1290,1190
20304,17,17,776,2,2416,1928,1292
20304,17,17,563,2,1728,1412,1190
20304,17,17,776,2,2161,1782,1292
19977,17,17,1154,3,3079,2732,2176
19977,17,17,349,1,1203,851,3043
19977,17,19,1201,3,3311,2842,3401
19977,17,17,977,2,2409,2019,3043
19977,17,17,628,2,1874,1496,2550
19977,17,17,964,2,2315,2013,2176
19977,17,16,1062,3,2527,2212,2656
19977,17,17,1290,3,3356,3023,3031
19977,17,17,948,2,2472,2104,3019
19393,17,17,651,2,1975,1626,2431
20436,17,17,991,2,2657,2337,2550
20436,17,17,1024,3,3045,2580,3060
20436,17,17,991,2,2556,2114,2550
20436,17,17,1024,3,2668,2142,3060
20237,17,17,752,2,1972,1649,850
20304,18,18,563,2,1822,1442,1260
20304,18,18,996,2,3120,2687,1368
20304,18,18,616,2,1985,1417,1260
20304,18,18,996,2,2908,2250,1368
20304,18,18,420,1,1572,1199,1260
19977,18,18,349,1,1334,994,3222
19977,18,18,1491,3,3554,3171,2988
19977,18,18,1154,3,2874,2509,2304
19977,18,18,862,2,2499,2059,2304
19977,18,18,1290,3,3226,2794,3222
19977,18,18,948,2,2641,2312,2988
19977,18,18,948,2,2688,2323,2304
19977,18,18,391,1,1519,1133,2700
19977,18,18,770,2,2003,1671,2700
19977,18,18,391,1,1395,1034,2700
19977,18,18,1506,4,4006,3573,3222
19393,18,18,628,2,1912,1561,3150
20452,18,17,541,2,1701,1282,1190
20237,18,18,73,1,845,381,900
20237,18,18,73,1,732,315,900
20237,18,18,589,2,1958,1656,900
19917,18,18,455,1,1556,1172,0
19917,18,18,455,1,1514,1151,0
19917,18,18,819,2,2387,1952,0
19917,18,18,819,2,2152,1816,0
19917,18,18,828,2,2207,2005,0
20304,19,19,420,1,1474,1081,1330
20304,19,19,1024,3,2895,2334,1330
20304,19,19,300,1,1387,990,1444
19977,19,19,1671,4,4774,4372,2432
19977,19,19,524,2,1884,1335,2432
19977,19,19,524,2,1805,1460,2432
19977,19,19,964,2,2954,2536,2432
19977,19,19,1062,3,2811,2437,3401
19977,19,19,602,2,1966,1580,3130
19977,19,19,804,2,2578,2200,2432
19977,19,19,794,2,2286,1965,3401
19977,19,19,967,2,2984,2357,4788
19977,19,19,483,1,1701,1376,2432
19977,19,19,836,2,2321,1955,3142
19977,19,19,804,2,2375,1978,2432
19977,19,19,967,2,2857,2117,4788
19977,19,19,1506,4,4254,3700,2850
20452,19,19,349,1,1506,1073,1330
20452,19,19,349,1,1451,996,1330
20452,19,19,1201,3,3233,2748,1330
20452,19,19,391,1,1693,1251,1330
20452,19,19,533,2,2038,1604,1330
20436,19,19,911,2,2766,2215,2850
20107,19,19,626,2,2010,1614,0
20107,19,19,626,2,1954,1532,0
20107,19,19,872,2,2805,2369,0
20500,20,20,1199,3,4005,3292,1400
20500,20,20,752,2,2315,1845,1400
20500,20,19,1062,3,2870,2469,1330
20304,20,20,292,1,1421,1000,1380
20304,20,20,1085,3,3681,3245,1520
20304,20,20,533,2,2030,1487,1520
20304,20,20,616,2,2218,1691,1000
20304,20,20,641,2,2552,1975,1400
20304,20,20,844,2,2935,2249,1520
20304,20,20,602,2,2190,1671,1520
20304,20,19,794,2,2619,2186,1330
19977,20,20,775,2,2523,2145,3000
19977,20,20,1337,3,4026,3612,3000
19977,20,20,1337,3,3650,3187,3000
19977,20,20,483,1,1666,1280,3000
19977,20,20,483,1,1706,1318,2560
19977,20,20,836,2,2692,2322,3308
19977,20,20,533,2,1870,1405,2560
19977,20,20,495,1,1777,1365,3000
19977,20,20,1290,3,3481,3041,3000
19977,20,20,853,2,2699,2346,3000
19977,20,20,794,2,2400,2015,3000
19977,20,20,483,1,1933,1466,3000
19393,20,20,1201,3,3262,2849,3500
20436,20,20,589,2,1851,1443,3600
20436,20,20,589,2,2196,1749,3600
20436,20,20,911,2,3268,2636,3000
19790,21,21,680,2,2472,2069,3779
20500,21,20,420,1,1546,1138,1400
20304,21,21,649,2,2460,1834,1050
20304,21,21,349,1,1596,1102,1596
20304,21,21,770,2,2662,2145,1050
20304,21,21,292,1,1324,938,1449
19977,21,20,1199,3,3778,3266,3320
19977,21,21,1703,4,4590,4250,3150
19977,21,21,680,2,2322,1866,3474
19977,21,21,819,2,2682,2331,2688
19977,21,21,991,2,3179,2771,3150
19977,21,21,1024,3,3424,3000,2688
19977,21,21,948,2,3198,2731,3735
19977,21,21,1506,4,4348,3860,3759
19977,21,20,1015,3,3352,2877,2560
19977,21,21,533,2,2117,1720,2688
19977,21,21,819,2,2645,2249,2688
19977,21,20,1558,4,4983,4388,2560
19977,21,21,1290,3,4244,3817,3150
19977,21,21,770,2,2884,2409,3150
19977,21,21,1506,4,4615,4185,3486
19393,21,21,1671,4,4452,4045,3003
19393,21,21,804,2,2693,2402,3675
19393,21,21,1024,3,2969,2629,3675
19393,21,21,391,1,1652,1286,3675
20452,21,21,533,2,2035,1509,1469
20263,22,22,160,1,1532,1329,0
20263,22,22,40,1,471,344,0
20500,22,21,1069,3,3331,2688,1470
20500,22,22,141,1,1249,690,1540
20500,22,22,637,2,2598,2123,1540
20304,22,22,848,2,3192,2635,1540
20304,22,22,775,2,3308,2713,1672
20304,22,22,638,2,2589,2110,1100
20304,22,22,771,2,2846,2376,1540
20304,22,22,423,1,1882,1482,1672
19977,22,22,1671,4,4775,4283,2816
19977,22,22,472,1,1738,1344,3300
19977,22,22,1482,3,4319,3800,2816
19977,22,22,916,2,3260,2774,2816
19977,22,22,967,2,3425,2775,7913
19977,22,22,1703,4,5580,4906,3300
19977,22,21,680,2,2679,2083,3150
19977,22,22,1062,3,3810,3363,2816
19977,22,22,472,1,2148,1605,3300
19977,22,22,991,2,3173,2747,3300
19977,22,22,1482,3,5111,4631,2816
19977,22,22,794,2,2840,2358,3938
19977,22,22,916,2,2991,2517,2816
19393,22,22,1201,3,4005,3632,3146
19393,22,22,1154,3,3486,3055,3850
19393,22,22,1620,4,4790,4291,3850
20452,22,22,1154,3,3749,3117,1540
20436,22,22,516,2,2178,1641,3960
20436,22,22,516,2,2039,1551,3960
20107,22,22,160,1,1532,1329,0
20107,22,22,854,2,2790,2357,0
20107,22,22,40,1,471,345,0
20107,22,22,172,1,1516,1388,0
20107,22,22,854,2,2906,2451,0
19917,22,22,804,2,2939,2474,0
20500,23,23,141,1,1194,634,1610
20500,23,25,472,1,2159,1583,1750
20500,23,23,300,1,1601,1065,1610
20304,23,23,349,1,2084,1348,1150
20304,23,23,1199,3,4532,3933,1748
20304,23,23,850,2,3294,2614,1748
20304,23,23,1069,3,4319,3722,1748
20304,23,23,349,1,1801,1269,1150
20304,23,23,641,2,2726,2115,1748
20304,23,23,844,2,3533,2888,1748
20304,23,23,602,2,2748,2110,1748
20304,23,23,483,1,2242,1746,1748
20304,23,23,533,2,2622,2011,1748
20304,23,23,964,2,3596,2881,1150
20304,23,23,931,2,3623,2957,1150
20304,23,23,848,2,3002,2410,1610
19977,23,23,649,2,2362,1927,4117
19977,23,23,649,2,2586,2099,4117
19977,23,23,406,1,1900,1474,2944
19977,23,23,495,1,2106,1667,3450
19977,23,23,495,1,2267,1768,2944
19977,23,23,1558,4,5553,4854,4117
19977,23,23,602,2,2297,1855,3794
19977,23,23,967,2,3378,2606,8277
19393,23,23,1449,3,5079,4581,3289
19393,23,23,649,2,2477,2102,4025
19393,23,22,1449,3,4135,3727,3146
19393,23,23,1123,3,4071,3622,4025
19393,23,23,1024,3,3697,3315,4025
19393,23,23,639,2,2294,1953,4025
20452,23,23,1154,3,4331,3727,1609
20452,23,23,563,2,2505,1967,1609
20237,23,23,1162,3,3820,3296,1150
20237,23,22,1162,3,4108,3721,1100
20366,23,23,927,2,3682,3167,1150
20366,23,23,927,2,3358,2861,1150
19790,24,24,1069,3,3959,3556,2640
19790,24,24,1069,3,3665,3161,2640
20500,24,25,637,2,2605,1988,1750
20500,24,23,420,1,1896,1491,1610
20304,24,24,850,2,3528,2812,1200
20304,24,24,931,2,3945,3314,1200
20304,24,24,913,2,3793,3158,1680
20304,24,24,541,2,2797,2170,1200
19977,24,24,649,2,2464,1993,3972
19977,24,25,775,2,3137,2540,4463
19977,24,24,775,2,2883,2440,3600
19977,24,24,641,2,2556,2054,3936
19977,24,23,1703,4,5314,4840,4117
19977,24,24,420,1,1835,1351,3600
19977,24,24,3329,7,10354,9830,4056
19977,24,24,3302,7,10426,9826,4056
19977,24,24,1506,4,4942,4384,3972
19977,24,24,1703,4,6149,5423,4296
19977,24,24,420,1,1979,1536,3600
19977,24,24,406,1,2021,1444,3072
19977,24,24,3329,7,9492,9038,4056
19977,24,24,3302,7,9395,8906,4056
19977,24,24,541,2,2309,1896,3072
19393,24,24,649,2,2416,2030,4200
19393,24,24,1447,3,4580,4142,3432
19393,24,24,1447,3,5175,4728,3432
19393,24,24,819,2,2947,2521,4200
19393,24,24,948,2,3388,2931,4200
20452,24,24,775,2,3153,2621,1680
20452,24,24,563,2,2363,1847,1679
20452,24,24,1024,3,4219,3618,1679
20452,24,23,541,2,2362,1908,1610
20436,24,24,483,1,2096,1555,4320
20436,24,24,483,1,2556,1837,4320
20107,24,24,172,1,1796,1630,0
20366,24,24,809,2,3134,2557,1200
21599,24,24,277,1,1986,1672,192
20500,25,25,1069,3,4439,3827,1750
20304,25,25,964,2,4249,3519,1900
20304,25,25,776,2,3135,2527,1750
19977,25,25,1754,4,6766,6127,4138
19977,25,25,1337,3,5458,4872,3200
19977,25,25,1199,3,4310,3666,4126
19977,25,25,649,2,2817,2274,4138
19977,25,25,1337,3,4688,4034,3200
19977,25,25,967,2,3973,3299,3200
19977,25,25,641,2,3264,2442,4102
19977,25,25,680,2,3109,2458,4138
19977,25,25,909,2,3344,2845,3200
19393,25,25,651,2,2923,2385,4375
19393,25,25,909,2,3262,2825,4375
20452,25,25,495,1,2361,1739,1750
20436,25,25,391,1,2104,1558,3750
20436,25,25,770,2,3005,2390,3750
20436,25,25,604,2,2737,2050,3750
20436,25,25,391,1,2151,1393,3750
20436,25,25,770,2,3528,2879,3750
20263,26,26,160,1,1612,1453,0
20500,26,26,872,2,3899,3301,1820
20500,26,26,495,1,2398,1888,1820
20304,26,26,913,2,3759,3211,1820
20304,26,26,1014,3,4531,3928,1976
20304,26,26,1083,3,4181,3467,1820
20304,26,26,483,1,2454,1791,1976
20304,26,26,776,2,3391,2687,1820
20304,26,26,792,2,3422,2784,1300
20304,26,26,589,2,2957,2403,1976
20304,26,26,576,2,2930,2272,1300
20304,26,26,472,1,2646,1984,1976
20304,26,26,792,2,3823,3293,1300
19977,26,26,541,2,2323,1790,3328
19977,26,26,602,2,2656,2108,4654
19977,26,26,948,2,3742,3218,3900
19393,26,26,775,2,3451,2976,4550
19393,26,24,1558,4,5018,4494,3432
19393,26,27,1290,3,4699,4132,3861
19393,26,26,1703,4,6369,5728,3718
19393,26,26,836,2,3176,2730,4550
20436,26,26,604,2,2971,2372,3900
20436,26,26,977,2,3674,3054,4680
20436,26,26,628,2,2890,2297,3900
20436,26,26,977,2,4297,3573,4680
20436,26,26,628,2,2894,2159,3900
20107,26,26,160,1,1609,1453,0
20422,26,26,680,2,2839,2350,3303
20422,26,26,680,2,3177,2555,3303
20237,26,26,533,2,2518,1888,1300
20237,26,26,196,1,1556,957,1300
20237,26,26,196,1,1574,943,1300
21599,26,26,170,1,1458,1207,208
21599,26,26,170,1,1412,1194,208
21599,26,26,277,1,2085,1772,208
20500,27,29,533,2,2763,2034,2030
20500,27,27,679,2,3388,2626,1890
20500,27,26,472,1,2465,1891,1820
20304,27,27,1014,3,4640,3998,1890
20304,27,27,1014,3,4266,3504,2052
20304,27,27,576,2,2929,2267,1350
20304,27,27,423,1,2233,1572,2052
20304,27,27,472,1,2633,1832,2052
20304,27,27,834,2,3914,3104,1350
19977,27,27,1491,3,5432,4751,4821
19977,27,27,602,2,2905,2300,4833
19977,27,27,794,2,3174,2694,4410
19977,27,27,909,2,3951,3419,3456
19977,27,27,602,2,2715,2180,3456
19977,27,27,794,2,3566,3062,4410
19393,27,27,1610,4,6471,6022,3861
19393,27,27,1671,4,6626,6136,4725
19393,27,27,1754,4,7495,6622,4725
19393,27,27,1123,3,4352,3760,4725
19393,27,27,804,2,3219,2751,4725
20452,27,27,73,1,1191,534,1890
20452,27,27,775,2,3439,2763,1890
20107,27,27,872,2,3781,2932,0
19805,28,24,1558,4,5020,4498,3840
19805,28,28,602,2,2972,2386,3584
19805,28,26,721,2,3313,2524,4754
19805,28,28,862,2,4003,3130,4480
19805,28,28,1709,4,7068,6225,5068
19805,28,28,602,2,2823,2236,3584
19790,28,29,1123,3,4696,4025,4640
20500,28,29,495,1,2669,2025,2030
20500,28,28,679,2,3126,2576,1960
20304,28,28,1083,3,4913,4218,1960
20304,28,28,911,2,4492,3481,2128
20304,28,28,423,1,2252,1630,1400
20304,28,28,423,1,2482,1952,1400
19977,28,28,775,2,3481,2933,4576
19977,28,28,1476,3,6544,5733,5012
19977,28,27,1476,3,5217,4687,4833
19393,28,28,1290,3,4730,4234,4900
20436,28,28,1436,3,5331,4772,4200
20436,28,28,794,2,3447,2848,4200
20436,28,28,991,2,4228,3453,5040
20436,28,28,1436,3,6339,5555,4200
20436,28,28,794,2,3960,3121,4200
20416,28,28,1123,3,4530,3850,5040
20416,28,28,1703,4,6147,5620,6384
20416,28,28,1703,4,6966,6147,6384
20416,28,28,862,2,4161,3463,5040
20378,28,26,722,2,3165,2479,2015
20237,28,28,627,2,2936,2363,1400
20366,28,28,911,2,4293,3443,1400
19805,29,29,862,2,4768,3401,4640
19805,29,29,1709,4,6998,6063,5249
19805,29,27,721,2,3568,2967,4938
20304,29,27,701,2,3287,2635,1890
20304,29,29,420,1,2490,1728,1450
20304,29,29,701,2,3775,2996,2030
19977,29,29,1199,3,5065,4241,5191
19977,29,29,836,2,3786,3223,5191
19977,29,29,862,2,4168,3271,10556
19977,29,29,602,2,3147,2485,3712
19977,29,29,967,2,4864,3659,6351
19977,29,29,862,2,3836,3092,10556
19393,29,29,1015,3,4072,3524,4147
19393,29,30,977,2,4131,3608,5250
19393,29,29,1605,4,7550,6455,5075
19393,29,29,1015,3,4633,4131,4147
20452,29,29,1083,3,5151,4470,2030
20436,29,29,1199,3,5792,4673,5220
20436,29,29,1154,3,4723,4007,5220
20436,29,29,991,2,4647,3946,5220
20436,29,29,853,2,3930,3399,4350
20436,29,29,1452,3,6787,5863,4350
20436,29,29,853,2,4024,3229,4350
20416,29,29,862,2,3961,3283,5220
20416,29,29,862,2,4108,3390,5220
20416,29,29,853,2,3972,3417,5220
20416,29,29,641,2,3738,2853,5220
20416,29,29,1123,3,5088,4494,5220
20416,29,29,862,2,3919,3247,5220
20416,29,29,680,2,3573,2833,5220
20416,29,29,853,2,3927,3177,5220
20378,29,28,722,2,3662,2883,2173
20378,29,29,419,1,2557,1902,2249
20378,29,29,419,1,2455,1718,2249
19930,29,32,1024,3,5593,4826,5088
19930,29,32,1024,3,4860,3962,5088
20237,29,29,391,1,2350,1760,1450
20237,29,28,391,1,2286,1747,1400
19805,30,30,602,2,3266,2559,5610
19805,30,30,602,2,3185,2431,5610
19790,30,29,1184,3,5368,4547,4633
19790,30,28,1184,3,4653,4007,4477
19790,30,30,1123,3,5309,4654,4791
20500,30,30,120,1,1508,789,2100
20500,30,30,120,1,1635,926,2100
20304,30,30,524,2,2938,2238,1500
20304,30,30,809,2,4063,3280,2100
20304,30,30,649,2,3688,2948,1500
20304,30,30,649,2,3705,2890,2280
20304,30,30,844,2,4205,3476,2100
20304,30,30,594,2,3347,2703,1500
20304,30,30,594,2,3246,2564,1500
20304,30,30,809,2,4303,3398,2100
20304,30,30,573,2,3148,2541,1500
19977,30,30,3365,7,12598,11911,10920
19977,30,30,836,2,3800,3191,5370
19977,30,30,3365,7,11691,10842,10920
19977,30,30,862,2,4260,3393,6570
19977,30,30,420,1,2820,2096,3840
19977,30,30,977,2,4779,4153,5370
19977,30,30,1024,3,4553,3799,5358
19393,30,30,1610,4,6067,5545,4290
19393,30,30,909,2,4374,3823,5250
19393,30,30,1558,4,7565,6396,4290
19393,30,30,1506,4,6491,5951,4290
20452,30,30,1014,3,4624,3833,2099
20436,30,30,775,2,4162,3286,6900
20436,30,30,1201,3,5787,5062,6900
20436,30,30,1337,3,6232,5512,4500
20436,30,30,1154,3,5675,4752,5400
20436,30,30,1520,4,6180,5492,4500
20436,30,30,551,2,3028,2451,4500
20436,30,30,1199,3,5404,4443,5400
20436,30,30,1199,3,5250,4502,4500
20436,30,30,775,2,3878,3036,6900
20436,30,30,1201,3,5128,4413,6900
20436,30,30,1337,3,5439,4776,4500
20436,30,30,641,2,3491,2603,4500
20436,30,30,1452,3,5717,5053,4500
20436,30,30,628,2,3450,2644,6900
20436,30,30,1620,4,6810,6007,5400
20436,30,30,872,2,4050,3318,6900
20436,30,30,1709,4,6681,6033,5400
20436,30,30,1062,3,4667,4009,5400
20436,30,30,472,1,2729,1901,5400
20436,30,30,991,2,4752,4091,6900
20436,30,30,1558,4,6191,5439,5400
20436,30,30,1558,4,6208,5487,4500
20436,30,30,1290,3,5341,4699,5400
20436,30,30,853,2,4033,3459,5400
20436,30,30,1024,3,5069,4380,6900
20436,30,30,391,1,2552,1925,6900
20436,30,30,770,2,3564,2897,6900
20436,30,30,1506,4,6227,5537,4500
20436,30,30,641,2,3817,2955,4500
20436,30,30,628,2,3416,2507,6900
20436,30,30,1620,4,7391,6495,5400
20436,30,30,1520,4,6637,5973,4500
20436,30,30,872,2,4541,3779,6900
20436,30,30,1709,4,7752,6635,5400
20436,30,30,1062,3,5112,4362,5400
20436,30,30,472,1,3092,2257,5400
20436,30,30,991,2,4553,3634,6900
20436,30,30,1558,4,7638,6518,5400
20436,30,30,1558,4,7504,6384,4500
20436,30,30,551,2,3001,2338,4500
20436,30,30,1290,3,6090,5329,5400
20436,30,30,853,2,4209,3337,6900
20436,30,30,1024,3,4603,3723,6900
20436,30,30,391,1,2672,1701,6900
20436,30,30,770,2,4169,3368,6900
20436,30,30,1506,4,6733,5890,4500
20416,30,30,641,2,3221,2597,5400
20416,30,30,862,2,4365,3529,4350
20416,30,30,680,2,3487,2775,5400
20416,30,30,862,2,4203,3312,4350
19930,30,30,1024,3,5155,4398,5373
19930,30,29,1024,3,4477,3650,5195
20237,30,30,1048,3,4599,3906,1500
20237,30,29,1048,3,5021,4404,1450
19805,31,31,1558,4,7604,6581,5797
20304,31,31,455,1,2886,2101,2356
20304,31,31,455,1,2997,2194,2356
20304,31,31,524,2,3340,2622,1550
20304,31,31,916,2,4913,4164,2356
20304,31,31,420,1,2903,2205,1550
20304,31,31,911,2,5148,4188,2356
20304,31,31,916,2,4532,3814,2356
19977,31,31,420,1,2329,1792,3968
19977,31,31,1620,4,6900,6119,4650
19977,31,31,1546,4,6569,5856,5122
19977,31,31,602,2,3376,2664,4650
19977,31,31,602,2,3153,2509,4650
19977,31,31,909,2,4110,3512,5549
19393,31,31,1123,3,4862,4149,4433
20436,31,31,1199,3,6215,5120,4650
20436,31,31,853,2,4198,3613,7130
20436,31,31,391,1,2588,1925,5580
20436,31,31,853,2,4610,3454,5580
20436,31,31,391,1,2633,1842,5580
20237,31,31,1024,3,4817,3976,1550
20237,31,31,1024,3,5268,4641,1550
19917,31,31,1024,3,4421,3752,0
20409,32,32,1626,4,6998,6327,6400
20409,32,32,1626,4,8730,7221,6400
19790,32,37,391,1,3343,2551,5907
19790,32,37,391,1,3023,2141,5906
20500,32,32,775,2,4383,3619,2240
20304,32,32,1069,3,5275,4274,2240
19977,32,32,1754,4,8321,7568,4800
19977,32,32,1201,3,6065,5335,5716
19977,32,32,846,2,4399,3742,4096
19393,32,33,775,2,4041,3350,5775
19393,32,32,1754,4,7284,6571,5600
19393,32,32,651,2,3486,2917,5600
19393,32,33,819,2,4053,3534,4719
19393,32,32,1558,4,8048,6949,5600
19393,32,32,804,2,3774,3246,4576
20452,32,32,1083,3,5091,4255,2240
20436,32,32,896,2,4425,3685,4800
20436,32,32,896,2,5007,4061,4800
19917,32,32,1024,3,4935,4330,0
20304,33,33,483,1,3039,2289,1650
20304,33,33,834,2,4792,3752,2508
19977,33,33,1199,3,6306,5490,5907
19977,33,33,472,1,3104,2419,4224
19393,33,33,1199,3,5598,4851,5775
19393,33,33,896,2,4849,4203,5775
19393,33,33,639,2,3470,2857,4719
20452,33,33,977,2,5324,4588,2309
20436,33,33,533,2,3036,2324,5940
20436,33,33,533,2,3548,2783,5940
20107,33,33,872,2,4790,3891,0
20237,33,33,771,2,4078,3300,1650
20237,33,33,627,2,3811,3040,1650
19805,34,34,641,2,3852,2913,5440
20304,34,34,639,2,4141,3246,1700
19977,34,33,896,2,4440,3709,4224
19977,34,34,888,2,4709,3949,5100
19977,34,34,641,2,4298,3322,6086
19393,34,33,1703,4,7572,6824,5775
20436,34,34,1123,3,6357,5390,6120
20237,34,34,423,1,2594,1937,1700
19790,35,35,1123,3,5559,4811,6300
20304,35,35,300,1,2439,1604,1750
20304,35,35,1015,3,6186,5301,2660
19977,35,35,641,2,3730,2946,5250
19977,35,35,641,2,4028,3109,4480
19977,35,34,1620,4,8453,7373,5100
19977,35,34,896,2,4981,4290,4352
19977,35,35,853,2,4823,3969,6265
19977,35,35,846,2,4599,3872,4480
19393,35,35,1014,3,4983,4254,6125
19393,35,35,1558,4,7091,6310,6125
19393,35,35,1123,3,6138,5525,5005
19393,35,35,836,2,4302,3672,5005
19393,35,35,1452,3,7682,7042,6125
19393,35,35,991,2,4898,4266,6125
20436,35,35,1123,3,5764,4799,6300
20107,35,35,977,2,4926,4147,0
20107,35,35,977,2,5298,4601,0
20237,35,35,349,1,2701,2001,1750
20237,35,36,349,1,2755,1957,1800
20237,35,34,563,2,3577,2866,1700
19790,36,36,1199,3,6050,5287,6480
20500,36,36,1085,3,6388,5509,2520
20304,36,35,911,2,5408,4377,1750
20304,36,36,563,2,3682,2803,1800
20304,36,36,483,1,3616,2809,1800
20304,36,36,616,2,4208,3403,1800
19977,36,36,1201,3,5772,5082,5964
19977,36,36,1605,4,9160,7881,5400
19393,36,36,967,2,5435,4701,6300
20452,36,36,809,2,4877,3992,2520
20237,36,36,563,2,4225,3266,1800
19917,36,36,1024,3,5626,4967,0
19790,37,37,1199,3,6940,5956,6660
19790,37,36,1626,4,8209,7326,4752
19790,37,35,1626,4,9777,7978,4619
20500,37,37,300,1,2512,1800,2590
20304,37,37,563,2,4034,3194,1850
19977,37,37,1491,3,8392,7529,6623
19977,37,36,641,2,4055,3206,6432
19977,37,36,1015,3,5059,4362,4608
19977,37,37,1546,4,7800,6991,5550
19977,37,37,472,1,3006,2287,4736
19977,37,37,1605,4,9412,8153,6094
19977,37,38,888,2,5603,4641,5700
19393,37,37,649,2,3676,3063,5291
19393,37,37,1154,3,5656,5026,5291
19393,37,37,1546,4,7631,6880,5291
19393,37,37,1506,4,7428,6723,5291
19393,37,37,1546,4,8330,7622,6475
20237,37,37,752,2,5210,4278,1850
20304,38,38,516,2,3862,3004,1900
20304,38,38,516,2,3745,2811,1900
19977,38,38,967,2,5541,4479,4864
19393,38,37,1620,4,8039,7112,5291
19393,38,38,804,2,5041,4316,5434
19930,38,34,1024,3,6008,5144,4216
20237,39,39,423,1,3652,2725,1950
19393,39,39,991,2,6025,5396,5577
19930,39,35,1024,3,5355,4405,4340
19393,39,39,649,2,4142,3552,5577
19977,39,39,589,2,4302,3403,4992
19977,39,39,589,2,3658,2895,4992
19977,40,40,862,2,5546,4438,6000
20304,40,40,639,2,4713,3713,3040
20358,40,40,296,1,3470,2829,760
19977,40,39,853,2,5131,4503,4992
20304,40,40,649,2,4704,3576,3040
20304,40,40,300,1,2945,2083,2000
19977,40,39,853,2,5363,4332,4992
19977,41,41,692,2,5008,4110,5248
19977,41,41,692,2,4365,3565,5248
19977,41,41,406,1,3375,2592,6150
19977,41,42,862,2,6226,4846,6300
19977,41,41,641,2,4882,3797,5248
19977,41,41,752,2,4798,3951,5248
19393,41,41,628,2,4203,3363,7175
19393,41,41,770,2,5316,4588,7175
20358,41,40,296,1,3414,2686,760
19790,42,38,391,1,3091,2212,5016
20304,42,42,850,2,6505,5414,3192
20304,42,42,495,1,4054,2994,3192
20304,42,42,300,1,3055,2009,3192
20304,42,42,391,1,3834,2740,2100
20304,42,42,495,1,4417,3436,3192
19977,42,42,752,2,5368,4457,5376
19977,42,42,909,2,6045,5170,7518
19393,42,41,1491,3,9261,8474,5863
19393,42,42,1024,3,6279,5265,7350
19790,43,43,1024,3,7447,6356,4729
19790,43,39,391,1,3363,2603,5148
20304,43,43,872,2,6219,4925,3268
19977,43,43,406,1,3442,2561,6450
19977,43,43,1436,3,9454,8507,6450
19790,44,43,1024,3,6821,5475,4728
20500,44,43,1199,3,7608,6287,3010
19977,44,44,1123,3,7151,6100,7280
19977,44,44,1546,4,9142,8249,7876
19977,44,44,853,2,5891,5018,7876
19977,44,44,680,2,5276,4269,5632
19393,44,44,896,2,5769,4878,7700
19393,44,44,853,2,5738,5015,7700
20500,45,47,770,2,5606,4458,3290
20304,45,45,637,2,5438,4479,2250
19977,45,45,1436,3,8760,7661,6750
20436,45,45,888,2,6771,5191,10350
20436,45,45,888,2,7721,5849,10350
20304,46,46,589,2,4779,3533,3496
20304,46,46,948,2,7436,6365,3496
20304,46,46,948,2,6976,5930,3496
19977,46,46,1754,4,10944,9732,8234
19977,46,47,888,2,6872,5501,8389
19977,46,46,1123,3,8211,7248,7612
19977,46,46,826,2,6514,5438,5888
20237,46,46,770,2,6332,5405,2300
20358,46,46,289,1,3677,2986,874
19790,47,46,1620,4,12167,10397,7360
20304,47,46,679,2,5615,4337,2300
20304,47,47,898,2,6448,5455,3572
19977,47,47,1605,4,10449,9090,7050
19977,47,46,826,2,5499,4606,5888
19977,47,47,1558,4,9824,8590,8401
19977,47,47,1605,4,11607,10185,7943
19977,47,47,1546,4,10626,9479,7050
19393,47,47,862,2,6679,5473,8225
19393,47,47,862,2,5994,5135,8225
20452,47,47,977,2,6835,5581,3289
20358,47,45,289,1,3813,3048,855
19790,48,48,1626,4,10832,9503,7680
19790,48,47,1123,3,8314,7205,7427
19790,48,48,1626,4,13164,10873,7679
20304,48,48,541,2,4841,3611,2400
19977,48,48,1201,3,8905,7950,7944
19977,48,48,1605,4,10709,9213,8112
